method,path,code,size,latency
GET,"/doc/1110","200",16363,97.106
GET,"/doc/1111","200",16355,227.038
GET,"/doc/1112","200",16354,111.116
PUT,"/doc/18","200",265,4.859
PUT,"/doc/18","200",271,61.578
PUT,"/doc/1","200",265,58.393
PUT,"/doc/18","200",269,11.104
PUT,"/doc/18","200",269,16.589
PUT,"/doc/18","200",267,4.876
POST,"/doc/1113","200",165,351.704
POST,"/doc/1114","200",166,297.489
POST,"/doc/1115","200",165,296.697
PUT,"/doc/18","200",265,779.393
POST,"/doc/625","200",164,20.450
POST,"/doc/1003","200",164,9.380
PUT,"/doc/18","200",267,536.768
PUT,"/doc/18","200",269,934.268
PUT,"/doc/18","200",269,860.656
PUT,"/doc/18","200",271,799.851
PUT,"/doc/1","200",265,91.896
PUT,"/doc/18","200",269,349.389
POST,"/doc/2","200",138,2.229
POST,"/doc/1116","200",166,68.895
PUT,"/doc/18","200",269,9.407
POST,"/doc/6","200",138,0.551
PUT,"/doc/1","200",265,5.966
PUT,"/doc/18","200",267,5.632
PUT,"/doc/18","200",267,1.318
POST,"/doc/611","200",164,6.041
PUT,"/doc/18","200",269,16.518
PUT,"/doc/18","200",269,9.838
POST,"/doc/192","200",164,0.815
POST,"/doc/192","200",164,5.132
POST,"/doc/384","200",163,4.759
PUT,"/doc/18","200",265,4.931
POST,"/doc/578","200",164,4.735
PUT,"/doc/18","200",265,4.826
PUT,"/doc/18","200",269,41.012
PUT,"/doc/18","200",269,12.048
PUT,"/doc/18","200",269,234.430
PUT,"/doc/18","200",269,197.768
PUT,"/doc/18","200",271,431.470
PUT,"/doc/18","200",267,400.410
PUT,"/doc/18","200",265,140.080
PUT,"/doc/18","200",267,146.513
PUT,"/doc/18","200",271,366.790
POST,"/doc/701","200",165,7.339
PUT,"/doc/18","200",271,116.545
POST,"/doc/1117","200",165,68.636
POST,"/doc/1118","200",164,7.300
POST,"/doc/1119","200",165,10.830
PUT,"/doc/18","200",271,139.283
POST,"/doc/1120","200",166,55.598
POST,"/doc/173","200",164,1.662
POST,"/doc/616","200",165,7.230
PUT,"/doc/18","200",269,13.573
PUT,"/doc/1","200",265,157.553
PUT,"/doc/18","200",265,607.609
POST,"/doc/1121","200",165,729.794
POST,"/doc/215","200",165,672.712
POST,"/doc/1122","200",165,667.054
PUT,"/doc/18","200",269,741.548
PUT,"/doc/18","200",269,708.248
PUT,"/doc/18","200",267,504.205
POST,"/doc/233","200",164,15.857
POST,"/doc/206","200",164,16.223
PUT,"/doc/18","200",269,681.836
PUT,"/doc/18","200",267,343.293
POST,"/doc/1123","200",165,19.493
POST,"/doc/227","200",164,8.572
PUT,"/doc/18","200",269,9.965
POST,"/doc/234","200",164,2.717
PUT,"/doc/18","200",267,2.911
POST,"/doc/173","200",164,5.691
PUT,"/doc/18","200",271,51.265
PUT,"/doc/18","200",269,11.806
PUT,"/doc/18","200",267,5.461
PUT,"/doc/18","200",271,55.403
PUT,"/doc/18","200",269,9.182
PUT,"/doc/18","200",269,10.876
POST,"/doc/1124","200",165,14.977
PUT,"/doc/18","200",267,4.833
POST,"/doc/206","200",164,10.270
PUT,"/doc/18","200",269,12.084
PUT,"/doc/18","200",267,4.881
POST,"/doc/303","200",164,2.240
PUT,"/doc/18","200",267,4.993
PUT,"/doc/18","200",269,74.619
POST,"/doc/1125","200",164,1.122
PUT,"/doc/18","200",267,5.304
POST,"/doc/320","200",164,15.627
POST,"/doc/1126","200",164,1.536
POST,"/doc/380","200",163,11.808
POST,"/doc/7","200",163,12.862
POST,"/doc/384","200",163,4.868
POST,"/doc/385","200",164,4.915
POST,"/doc/1127","200",164,5.537
POST,"/doc/306","200",164,5.663
PUT,"/doc/18","200",265,4.878
PUT,"/doc/18","200",267,5.319
PUT,"/doc/18","200",267,6.037
PUT,"/doc/18","200",269,8.932
PUT,"/doc/18","200",271,48.079
PUT,"/doc/18","200",265,4.910
PUT,"/doc/18","200",267,5.617
PUT,"/doc/18","200",267,6.787
PUT,"/doc/18","200",267,8.899
PUT,"/doc/1","200",265,7.305
POST,"/doc/1128","200",165,56.619
PUT,"/doc/18","200",269,97.921
PUT,"/doc/18","200",267,76.113
PUT,"/doc/18","200",267,60.925
POST,"/doc/244","200",165,65.042
POST,"/doc/303","200",164,4.966
POST,"/doc/117","200",138,0.516
POST,"/doc/117","200",138,0.584
PUT,"/doc/18","200",267,7.423
PUT,"/doc/18","200",265,4.912
PUT,"/doc/18","200",265,0.812
PUT,"/doc/18","200",265,5.149
POST,"/doc/1129","200",166,43.477
POST,"/doc/206","200",164,5.857
POST,"/doc/12","200",164,2.995
PUT,"/doc/1","200",265,8.937
POST,"/doc/587","200",165,10.148
POST,"/doc/12","200",164,4.739
POST,"/doc/2","200",138,1.834
POST,"/doc/198","200",164,5.624
POST,"/doc/0","200",138,0.107
POST,"/doc/2","200",138,3.866
POST,"/doc/0","200",138,2.764
PUT,"/doc/1","200",265,2.961
POST,"/doc/0","200",138,0.132
POST,"/doc/0","200",138,3.921
PUT,"/doc/1","200",265,7.554
POST,"/doc/0","200",138,0.110
PUT,"/doc/1","200",265,5.585
POST,"/doc/0","200",138,0.112
PUT,"/doc/1","200",265,7.889
POST,"/doc/2","200",138,5.374
POST,"/doc/0","200",138,5.657
POST,"/doc/0","200",138,0.128
POST,"/doc/0","200",138,0.106
PUT,"/doc/1","200",265,7.703
POST,"/doc/0","200",138,1.159
PUT,"/doc/1","200",265,10.948
POST,"/doc/0","200",138,4.763
PUT,"/doc/1","200",265,7.666
POST,"/doc/2","200",138,3.457
GET,"/doc/3","200",4047,0.387
GET,"/doc/4","200",795,0.071
GET,"/doc/3","200",4047,0.356
GET,"/doc/4","200",795,0.078
PUT,"/doc/1","200",267,82.366
GET,"/doc/1130","200",15558,0.706
PUT,"/doc/1","200",267,27.253
PUT,"/doc/1","200",265,6.773
GET,"/doc/3","200",4047,0.334
GET,"/doc/4","200",795,0.067
PUT,"/doc/1","200",265,15.033
POST,"/doc/336","200",163,41.161
PUT,"/doc/1","200",265,40.560
POST,"/doc/13","200",163,90.323
PUT,"/doc/1","200",265,79.494
POST,"/doc/0","200",163,13.421
POST,"/doc/227","200",163,40.497
PUT,"/doc/1","200",265,7.218
PUT,"/doc/1","200",265,10.270
PUT,"/doc/1","200",265,7.754
POST,"/doc/320","200",163,40.968
PUT,"/doc/1","200",267,46.268
PUT,"/doc/1","200",265,6.616
PUT,"/doc/1","200",265,7.468
PUT,"/doc/1","200",265,7.158
POST,"/doc/578","200",163,18.536
PUT,"/doc/1","200",265,8.886
POST,"/doc/227","200",163,39.282
POST,"/doc/385","200",163,23.223
PUT,"/doc/1","200",265,7.250
POST,"/doc/117","200",138,7.697
PUT,"/doc/1","200",267,47.553
PUT,"/doc/1","200",265,13.116
GET,"/doc/3","200",4047,0.389
GET,"/doc/4","200",795,0.071
GET,"/doc/3","200",4047,0.367
GET,"/doc/4","200",795,0.067
GET,"/doc/1130","200",15558,0.685
POST,"/doc/579","200",163,23.590
GET,"/doc/3","200",4047,0.338
GET,"/doc/4","200",795,0.068
POST,"/doc/227","200",163,38.766
POST,"/doc/579","200",163,22.314
PUT,"/doc/1","200",265,9.138
POST,"/doc/12","200",163,21.590
PUT,"/doc/1","200",265,5.358
POST,"/doc/8","200",138,7.691
POST,"/doc/2","200",138,6.307
POST,"/doc/17","200",138,5.140
PUT,"/doc/1","200",265,8.316
POST,"/doc/2","200",138,5.370
PUT,"/doc/1","200",265,7.175
PUT,"/doc/1","200",265,7.117
PUT,"/doc/1","200",265,7.829
POST,"/doc/0","200",138,2.320
POST,"/doc/0","200",138,2.710
PUT,"/doc/1","200",265,9.075
PUT,"/doc/1","200",265,7.072
POST,"/doc/0","200",138,3.875
PUT,"/doc/1","200",265,6.439
PUT,"/doc/18","200",267,5.750
GET,"/doc/3","200",4047,0.343
GET,"/doc/4","200",795,0.072
POST,"/doc/303","200",164,4.751
GET,"/doc/3","200",4047,0.329
GET,"/doc/4","200",795,0.068
GET,"/doc/1130","200",15558,0.680
PUT,"/doc/1","200",265,7.452
GET,"/doc/3","200",4047,0.343
GET,"/doc/4","200",795,0.067
PUT,"/doc/1","200",265,6.812
POST,"/doc/19","200",138,0.473
POST,"/doc/305","200",164,8.969
POST,"/doc/385","200",164,4.804
PUT,"/doc/1","200",265,9.821
POST,"/doc/2","200",138,5.024
PUT,"/doc/1","200",265,6.516
POST,"/doc/0","200",138,0.123
POST,"/doc/0","200",138,2.505
POST,"/doc/0","200",138,0.105
PUT,"/doc/1","200",265,6.683
POST,"/doc/17","200",138,6.007
POST,"/doc/0","200",138,3.132
PUT,"/doc/1","200",265,11.792
POST,"/doc/0","200",138,1.370
POST,"/doc/0","200",138,2.783
PUT,"/doc/1","200",265,8.670
PUT,"/doc/1","200",265,6.464
PUT,"/doc/1","200",265,5.293
POST,"/doc/0","200",138,2.418
POST,"/doc/0","200",138,4.290
POST,"/doc/2","200",138,2.008
PUT,"/doc/1","200",265,6.653
POST,"/doc/2","200",138,5.750
PUT,"/doc/1","200",265,16.518
POST,"/doc/0","200",138,0.108
POST,"/doc/17","200",138,9.762
POST,"/doc/2","200",138,9.864
POST,"/doc/2","200",138,7.943
PUT,"/doc/1","200",265,13.553
PUT,"/doc/1","200",265,10.772
POST,"/doc/0","200",138,2.377
POST,"/doc/8","200",163,25.610
POST,"/doc/8","200",163,24.980
PUT,"/doc/1","200",265,6.783
PUT,"/doc/1","200",265,5.771
GET,"/doc/1131","200",6024,0.484
GET,"/doc/1132","404",180,0.210
POST,"/doc/0","200",138,5.506
GET,"/doc/1133","200",6038,0.442
PUT,"/doc/1","200",265,22.721
GET,"/doc/1134","200",7404,0.466
PUT,"/doc/1","200",265,6.922
PUT,"/doc/1","200",265,6.954
POST,"/doc/0","200",138,3.192
POST,"/doc/0","200",138,0.119
PUT,"/doc/1","200",265,6.888
PUT,"/doc/1","200",265,9.856
PUT,"/doc/1","200",265,5.527
POST,"/doc/2","200",138,2.261
POST,"/doc/0","200",138,1.332
POST,"/doc/0","200",138,0.999
POST,"/doc/2","200",138,2.197
PUT,"/doc/1","200",265,8.873
PUT,"/doc/1","200",265,6.171
POST,"/doc/0","200",138,1.901
POST,"/doc/0","200",138,2.951
POST,"/doc/0","200",138,2.944
POST,"/doc/0","200",138,1.871
PUT,"/doc/1","200",265,7.179
POST,"/doc/0","200",138,0.116
GET,"/doc/1135","200",15673,45.199
POST,"/doc/0","200",138,2.173
POST,"/doc/0","200",138,0.105
PUT,"/doc/1","200",265,7.219
POST,"/doc/2","200",138,1.613
POST,"/doc/0","200",138,0.130
PUT,"/doc/1","200",265,6.962
POST,"/doc/17","200",138,4.554
PUT,"/doc/1","200",265,5.507
POST,"/doc/0","200",138,1.514
PUT,"/doc/1","200",265,11.819
POST,"/doc/17","200",138,4.783
POST,"/doc/2","200",138,3.295
PUT,"/doc/1","200",265,7.387
PUT,"/doc/1","200",265,7.199
PUT,"/doc/1","200",265,7.333
POST,"/doc/0","200",138,3.452
PUT,"/doc/1","200",265,11.069
PUT,"/doc/1","200",265,6.380
POST,"/doc/8","200",138,3.077
POST,"/doc/2","200",138,1.987
POST,"/doc/17","200",138,3.311
POST,"/doc/0","200",138,1.074
POST,"/doc/0","200",138,3.017
PUT,"/doc/1","200",265,8.195
PUT,"/doc/1","200",265,10.506
POST,"/doc/0","200",138,1.762
POST,"/doc/0","200",138,2.774
POST,"/doc/0","200",138,2.150
PUT,"/doc/1","200",265,7.662
POST,"/doc/0","200",138,1.739
POST,"/doc/0","200",138,0.124
PUT,"/doc/1","200",267,19.148
PUT,"/doc/1","200",265,5.541
PUT,"/doc/1","200",265,6.593
POST,"/doc/19","200",163,12.896
POST,"/doc/8","200",138,5.689
POST,"/doc/8","200",163,11.434
POST,"/doc/117","200",138,12.344
PUT,"/doc/1","200",265,6.729
POST,"/doc/2","200",138,6.066
POST,"/doc/2","200",138,5.631
POST,"/doc/0","200",138,1.778
GET,"/doc/3","200",4047,0.385
GET,"/doc/4","200",795,0.070
PUT,"/doc/1","200",265,6.456
GET,"/doc/3","200",4047,0.333
GET,"/doc/4","200",795,0.066
GET,"/doc/1130","200",15558,0.699
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.069
POST,"/doc/0","200",138,0.113
POST,"/doc/0","200",138,1.394
POST,"/doc/0","200",138,0.790
PUT,"/doc/1","200",265,9.278
PUT,"/doc/1","200",265,6.794
GET,"/doc/3","200",4047,0.391
GET,"/doc/4","200",795,0.072
GET,"/doc/1136","200",5992,0.535
GET,"/doc/1137","200",12954,0.728
GET,"/doc/1138","200",6008,0.596
GET,"/doc/1139","200",6012,0.582
GET,"/doc/1140","200",6001,0.606
GET,"/doc/1141","200",6010,0.623
GET,"/doc/1142","200",6012,0.645
GET,"/doc/1143","200",6010,0.663
GET,"/doc/1144","200",6006,0.493
GET,"/doc/3","200",4047,0.348
GET,"/doc/4","200",795,0.077
GET,"/doc/1130","200",15558,0.640
GET,"/doc/1145","200",5630,0.498
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.067
PUT,"/doc/1","200",265,7.145
GET,"/doc/1146","200",6192,0.596
GET,"/doc/1147","200",6097,0.591
PUT,"/doc/1","200",265,6.028
POST,"/doc/0","200",138,2.496
POST,"/doc/0","200",138,5.559
POST,"/doc/2","200",138,3.922
POST,"/doc/0","200",138,2.959
POST,"/doc/2","200",138,2.801
GET,"/doc/1148","200",8497,0.432
GET,"/doc/1149","200",8267,0.443
GET,"/doc/1150","200",8522,0.508
GET,"/doc/1151","200",8510,0.536
GET,"/doc/1152","200",8289,0.541
GET,"/doc/1153","200",8519,0.410
GET,"/doc/1154","200",8311,0.392
GET,"/doc/1155","200",8336,0.453
GET,"/doc/1156","200",8517,0.454
GET,"/doc/1157","200",8267,0.483
GET,"/doc/1158","200",8289,0.511
GET,"/doc/1159","200",8496,0.546
GET,"/doc/1160","200",8291,0.437
GET,"/doc/1161","200",8491,0.442
GET,"/doc/1162","200",8407,0.378
GET,"/doc/1163","200",8289,0.369
PUT,"/doc/1","200",265,6.783
GET,"/doc/3","200",4047,0.349
GET,"/doc/4","200",795,0.066
GET,"/doc/1164","200",8475,0.430
GET,"/doc/1165","200",8455,0.440
GET,"/doc/1166","200",8267,0.383
GET,"/doc/1167","200",8267,0.532
GET,"/doc/1168","200",8267,0.391
GET,"/doc/1169","200",8480,0.552
GET,"/doc/1170","200",8464,0.517
GET,"/doc/1171","200",8267,0.408
GET,"/doc/1172","200",8463,0.380
GET,"/doc/3","200",4047,0.334
GET,"/doc/4","200",795,0.079
GET,"/doc/1130","200",15558,0.630
GET,"/doc/3","200",4047,0.404
GET,"/doc/4","200",795,0.070
GET,"/doc/1173","200",8448,0.432
GET,"/doc/1174","200",8267,0.472
GET,"/doc/1175","200",8267,0.408
GET,"/doc/1176","200",8460,0.399
GET,"/doc/1177","200",8472,0.413
GET,"/doc/1178","200",8474,0.416
POST,"/doc/0","200",138,4.210
POST,"/doc/0","200",138,1.309
PUT,"/doc/1","200",265,8.902
PUT,"/doc/1","200",265,6.015
POST,"/doc/2","200",138,1.631
POST,"/doc/0","200",138,1.457
POST,"/doc/0","200",138,0.112
PUT,"/doc/1","200",265,10.128
PUT,"/doc/1","200",265,5.630
POST,"/doc/0","200",138,2.515
POST,"/doc/0","200",138,3.984
POST,"/doc/2","200",138,4.601
POST,"/doc/0","200",138,2.734
POST,"/doc/0","200",138,0.111
PUT,"/doc/1","200",265,11.180
POST,"/doc/2","200",138,5.877
POST,"/doc/17","200",138,3.942
PUT,"/doc/1","200",265,6.319
POST,"/doc/0","200",138,0.109
GET,"/doc/3","200",1308,0.702
POST,"/doc/2","200",138,5.033
PUT,"/doc/1","200",265,8.967
POST,"/doc/0","200",138,0.153
PUT,"/doc/1","200",265,6.506
PUT,"/doc/1","200",265,5.346
PUT,"/doc/1","200",265,7.492
POST,"/doc/0","200",138,1.087
PUT,"/doc/1","200",265,14.823
PUT,"/doc/1","200",265,5.548
GET,"/doc/3","200",1316,0.749
POST,"/doc/17","200",163,7.508
PUT,"/doc/1","200",265,8.104
POST,"/doc/8","200",163,9.257
POST,"/doc/8","200",138,2.844
POST,"/doc/0","200",138,1.237
PUT,"/doc/1","200",265,2.970
PUT,"/doc/1","200",265,8.910
PUT,"/doc/1","200",265,7.700
POST,"/doc/2","200",138,5.305
POST,"/doc/0","200",138,3.329
POST,"/doc/0","200",138,5.402
PUT,"/doc/1","200",265,9.435
PUT,"/doc/1","200",265,8.076
POST,"/doc/2","200",138,6.535
POST,"/doc/2","200",138,4.357
POST,"/doc/0","200",138,1.060
POST,"/doc/17","200",138,5.626
PUT,"/doc/1","200",265,9.912
PUT,"/doc/1","200",265,5.415
POST,"/doc/2","200",138,1.893
GET,"/doc/333","200",7394,1.659
POST,"/doc/247","200",138,4.076
POST,"/doc/17","200",138,2.024
POST,"/doc/2","200",138,2.212
PUT,"/doc/1","200",265,6.654
PUT,"/doc/1","200",265,7.125
PUT,"/doc/1","200",265,3.641
POST,"/doc/0","200",138,1.614
POST,"/doc/0","200",138,0.117
POST,"/doc/0","200",138,0.146
POST,"/doc/0","200",138,2.860
POST,"/doc/0","200",138,0.109
PUT,"/doc/1","200",265,7.129
POST,"/doc/0","200",138,3.641
PUT,"/doc/1","200",265,7.858
POST,"/doc/0","200",138,0.119
PUT,"/doc/1","200",265,5.436
POST,"/doc/0","200",138,0.142
POST,"/doc/2","200",138,3.803
PUT,"/doc/1","200",265,7.354
POST,"/doc/2","200",138,5.722
POST,"/doc/0","200",138,0.124
POST,"/doc/0","200",138,0.100
POST,"/doc/0","200",138,5.482
PUT,"/doc/1","200",265,15.075
PUT,"/doc/1","200",265,10.967
POST,"/doc/0","200",163,6.771
PUT,"/doc/1","200",265,10.764
GET,"/doc/3","200",4047,0.388
GET,"/doc/4","200",795,0.071
POST,"/doc/0","200",138,4.159
POST,"/doc/2","200",163,17.014
GET,"/doc/3","200",4047,0.338
GET,"/doc/4","200",795,0.064
GET,"/doc/1179","200",15283,0.678
GET,"/doc/3","200",4047,0.343
GET,"/doc/4","200",795,0.065
PUT,"/doc/1","200",267,44.323
POST,"/doc/19","200",138,32.005
POST,"/doc/247","200",138,5.146
PUT,"/doc/1","200",265,12.762
PUT,"/doc/1","200",265,9.814
PUT,"/doc/1","200",265,7.131
PUT,"/doc/1","200",265,7.050
PUT,"/doc/1","200",265,6.226
POST,"/doc/579","200",163,23.091
PUT,"/doc/1","200",265,7.948
POST,"/doc/303","200",163,28.260
POST,"/doc/305","200",163,42.876
PUT,"/doc/1","200",267,45.390
PUT,"/doc/1","200",265,6.724
POST,"/doc/380","200",163,24.534
PUT,"/doc/1","200",265,8.811
PUT,"/doc/1","200",265,8.685
POST,"/doc/609","200",163,19.843
PUT,"/doc/1","200",265,7.722
POST,"/doc/385","200",163,26.489
POST,"/doc/335","200",163,34.058
GET,"/doc/3","200",4047,0.394
GET,"/doc/4","200",795,0.088
GET,"/doc/3","200",4047,0.334
GET,"/doc/4","200",795,0.066
GET,"/doc/1179","200",15283,0.679
GET,"/doc/3","200",4047,0.333
GET,"/doc/4","200",795,0.065
PUT,"/doc/1","200",265,11.965
PUT,"/doc/1","200",265,7.697
PUT,"/doc/1","200",267,88.849
POST,"/doc/117","200",138,71.122
PUT,"/doc/1","200",265,22.973
POST,"/doc/8","200",138,13.840
PUT,"/doc/1","200",265,6.792
PUT,"/doc/1","200",267,28.806
POST,"/doc/1127","200",163,46.513
POST,"/doc/335","200",163,36.564
POST,"/doc/386","200",163,66.239
PUT,"/doc/1","200",265,6.828
PUT,"/doc/1","200",265,7.053
POST,"/doc/19","200",138,13.802
PUT,"/doc/1","200",265,7.984
POST,"/doc/0","200",138,3.341
POST,"/doc/2","200",163,11.266
PUT,"/doc/1","200",265,6.368
PUT,"/doc/1","200",265,6.927
PUT,"/doc/1","200",265,6.407
GET,"/doc/3","200",4047,0.354
GET,"/doc/4","200",795,0.068
POST,"/doc/0","200",138,0.109
GET,"/doc/3","200",4047,0.332
GET,"/doc/4","200",795,0.066
GET,"/doc/1179","200",15283,0.656
POST,"/doc/0","200",138,3.976
PUT,"/doc/1","200",265,7.313
GET,"/doc/3","200",4047,0.391
GET,"/doc/4","200",795,0.077
PUT,"/doc/1","200",265,9.102
POST,"/doc/0","200",138,0.115
POST,"/doc/0","200",138,3.569
POST,"/doc/0","200",138,0.114
PUT,"/doc/1","200",265,8.838
POST,"/doc/0","200",138,3.085
PUT,"/doc/1","200",265,6.661
POST,"/doc/0","200",138,0.119
PUT,"/doc/1","200",265,6.518
PUT,"/doc/1","200",265,5.255
POST,"/doc/0","200",138,2.047
POST,"/doc/2","200",138,3.716
PUT,"/doc/1","200",265,9.852
POST,"/doc/2","200",138,5.426
POST,"/doc/0","200",138,4.801
PUT,"/doc/1","200",265,6.537
PUT,"/doc/1","200",265,10.218
POST,"/doc/0","200",138,1.665
PUT,"/doc/1","200",265,2.434
POST,"/doc/0","200",138,1.616
PUT,"/doc/1","200",265,5.799
POST,"/doc/2","200",138,8.200
PUT,"/doc/1","200",265,16.390
POST,"/doc/0","200",163,10.326
POST,"/doc/0","200",138,0.189
POST,"/doc/2","200",138,9.886
POST,"/doc/2","200",138,4.783
PUT,"/doc/1","200",265,13.383
PUT,"/doc/1","200",265,11.129
PUT,"/doc/1","200",265,6.982
POST,"/doc/0","200",138,6.509
PUT,"/doc/1","200",265,7.112
PUT,"/doc/1","200",265,1.761
POST,"/doc/0","200",138,2.066
POST,"/doc/17","200",163,24.068
POST,"/doc/8","200",163,27.380
PUT,"/doc/1","200",265,7.236
PUT,"/doc/1","200",265,27.475
PUT,"/doc/1","200",265,6.801
PUT,"/doc/1","200",265,9.930
PUT,"/doc/1","200",265,5.534
POST,"/doc/17","200",138,4.789
POST,"/doc/2","200",138,2.305
POST,"/doc/2","200",138,3.145
POST,"/doc/0","200",138,1.104
PUT,"/doc/1","200",265,9.279
PUT,"/doc/1","200",265,5.931
POST,"/doc/2","200",138,3.012
PUT,"/doc/1","200",265,7.218
POST,"/doc/0","200",138,2.062
POST,"/doc/0","200",138,0.119
POST,"/doc/0","200",138,2.497
GET,"/doc/1180","200",8877,0.559
GET,"/doc/1181","200",14822,0.768
GET,"/doc/733","200",7652,0.705
GET,"/doc/734","200",9071,0.757
GET,"/doc/1182","200",11857,0.635
GET,"/doc/1183","200",7676,0.632
POST,"/doc/0","200",138,2.809
GET,"/doc/730","200",11602,0.366
GET,"/doc/1184","200",7682,0.431
GET,"/doc/1185","200",11128,0.476
GET,"/doc/1186","200",7832,0.454
GET,"/doc/338","200",7682,0.378
GET,"/doc/1187","200",14998,0.572
GET,"/doc/339","200",8098,0.547
GET,"/doc/340","200",13859,0.585
GET,"/doc/341","200",7701,0.419
GET,"/doc/345","200",7720,0.550
GET,"/doc/346","200",7679,0.367
GET,"/doc/1188","200",13778,0.572
GET,"/doc/348","200",10417,0.511
PUT,"/doc/1","200",265,5.633
GET,"/doc/850","200",13128,0.725
GET,"/doc/851","200",12886,0.695
GET,"/doc/1189","200",7682,0.408
GET,"/doc/351","200",7726,0.395
GET,"/doc/741","200",9659,0.456
GET,"/doc/742","200",8430,0.502
GET,"/doc/1190","200",7682,0.540
GET,"/doc/356","200",7702,0.396
POST,"/doc/0","200",138,0.136
GET,"/doc/737","200",10868,0.373
GET,"/doc/369","200",14315,0.578
GET,"/doc/725","200",13472,0.518
GET,"/doc/1191","200",14621,0.554
POST,"/doc/2","200",138,1.908
GET,"/doc/365","200",11210,0.351
GET,"/doc/739","200",10466,0.362
GET,"/doc/740","200",11672,0.379
GET,"/doc/367","200",10904,0.349
POST,"/doc/0","200",138,0.857
PUT,"/doc/1","200",265,6.119
PUT,"/doc/1","200",265,12.018
POST,"/doc/0","200",138,3.308
GET,"/doc/1192","200",10426,0.416
PUT,"/doc/1","200",265,7.237
PUT,"/doc/1","200",265,7.311
POST,"/doc/0","200",138,1.514
POST,"/doc/2","200",138,5.596
POST,"/doc/2","200",138,4.337
PUT,"/doc/1","200",265,7.359
PUT,"/doc/1","200",265,7.365
GET,"/doc/371","200",15698,1.196
PUT,"/doc/1","200",265,11.438
PUT,"/doc/1","200",265,6.473
POST,"/doc/2","200",138,2.051
POST,"/doc/0","200",138,1.264
PUT,"/doc/1","200",265,8.016
POST,"/doc/17","200",163,11.391
POST,"/doc/17","200",163,7.394
POST,"/doc/0","200",138,2.646
POST,"/doc/0","200",138,0.118
POST,"/doc/0","200",138,2.855
POST,"/doc/0","200",138,2.032
PUT,"/doc/1","200",265,10.490
PUT,"/doc/1","200",265,7.259
PUT,"/doc/1","200",265,8.761
PUT,"/doc/1","200",265,5.392
POST,"/doc/17","200",138,2.933
POST,"/doc/17","200",138,3.367
POST,"/doc/19","200",163,10.965
PUT,"/doc/1","200",265,7.040
POST,"/doc/2","200",138,3.955
PUT,"/doc/1","200",265,13.241
PUT,"/doc/1","200",265,5.236
POST,"/doc/0","200",138,0.901
POST,"/doc/8","200",138,4.353
PUT,"/doc/1","200",265,6.620
POST,"/doc/0","200",138,1.324
POST,"/doc/2","200",138,2.272
POST,"/doc/0","200",138,4.319
POST,"/doc/0","200",138,1.796
GET,"/doc/3","200",4047,0.396
GET,"/doc/4","200",795,0.072
GET,"/doc/3","200",4047,0.335
GET,"/doc/4","200",795,0.072
GET,"/doc/1179","200",15283,0.675
GET,"/doc/3","200",4047,0.344
GET,"/doc/4","200",795,0.076
POST,"/doc/0","200",138,4.092
PUT,"/doc/1","200",265,6.651
POST,"/doc/0","200",138,1.028
POST,"/doc/0","200",138,0.109
POST,"/doc/0","200",138,1.118
POST,"/doc/2","200",138,2.914
PUT,"/doc/1","200",265,6.855
PUT,"/doc/1","200",265,8.975
GET,"/doc/1193","200",13258,14.158
GET,"/doc/1194","200",12918,28.578
POST,"/doc/0","200",138,0.107
GET,"/doc/3","200",4047,0.366
GET,"/doc/4","200",795,0.068
GET,"/doc/3","200",4047,0.332
GET,"/doc/4","200",795,0.066
GET,"/doc/1179","200",15283,0.635
PUT,"/doc/1","200",265,6.887
GET,"/doc/3","200",4047,0.336
GET,"/doc/4","200",795,0.071
POST,"/doc/0","200",138,0.120
PUT,"/doc/1","200",265,7.247
PUT,"/doc/1","200",265,6.287
POST,"/doc/0","200",138,3.297
POST,"/doc/0","200",138,5.399
POST,"/doc/0","200",138,2.538
POST,"/doc/2","200",138,3.754
POST,"/doc/0","200",138,2.595
PUT,"/doc/1","200",265,8.385
GET,"/doc/3","200",4047,0.347
GET,"/doc/4","200",795,0.068
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.067
GET,"/doc/1179","200",15283,0.626
PUT,"/doc/1","200",265,9.023
PUT,"/doc/1","200",265,6.070
GET,"/doc/3","200",4047,0.364
GET,"/doc/4","200",795,0.069
POST,"/doc/2","200",138,1.492
POST,"/doc/2","200",138,1.302
POST,"/doc/0","200",138,0.105
POST,"/doc/0","200",138,0.099
POST,"/doc/0","200",138,2.781
POST,"/doc/2","200",138,7.168
POST,"/doc/2","200",138,2.575
PUT,"/doc/1","200",265,10.453
PUT,"/doc/1","200",265,5.573
POST,"/doc/0","200",138,2.176
POST,"/doc/0","200",138,1.378
PUT,"/doc/1","200",265,10.690
POST,"/doc/8","200",138,6.095
POST,"/doc/17","200",138,4.617
POST,"/doc/2","200",138,6.158
PUT,"/doc/1","200",265,9.045
PUT,"/doc/1","200",265,6.593
GET,"/doc/3","200",1313,0.730
POST,"/doc/0","200",138,2.411
PUT,"/doc/1","200",265,7.514
POST,"/doc/0","200",138,1.406
POST,"/doc/0","200",138,0.117
POST,"/doc/0","200",138,0.102
GET,"/doc/1194","200",12918,0.758
GET,"/doc/850","200",13128,0.753
GET,"/doc/1193","200",13258,0.815
